product_uid,product_description
123030,"Keep your small dogs inside your fenced in yard or want the look of a double-layered wrought iron fence, with the aluminum Puppy Guard add on panels from Mainstreet Aluminum Fence. The pre-assembled puppy guard add-on panels are ready to install on most any new or existing aluminum fence, ranging from 3 ft. to 6 ft. high panels. The aluminum panels are protected with armour guard: a durable powder coated finish, relieving your worries of chipping or cracking paint. The racking feature of these panels makes them compatible for sloping grounds, as well. Each panel includes: 2 pre-assembled 35 in. wide panels, self-tapping screws and instructions on how to install them to the fence panels.Keeps small dogs or pets inside your aluminum fenceKeeps small animals out of your yardKeep your children safe by adding them to your railingsCan be installed on porch, deck or balcony railsAdds ornamentation to aluminum fencesPuppy Guard Panels fit most Residential Aluminum FencesPuppy guard panels reduces picket spacing in aluminum fence panelsArmour Guard powder coating protects the finish of the panels from the elementsPowder coated finish matches most aluminum fences2-Different sizes to accommodate the majority of needsWill NOT rustA few screws make for quick, simple installationInstallation hardware and instructions included for convenience"
123445,"This hard to find yet delicious cucumber can be found in many Asian dishes and goes right with many meals for your family. It's easy to grow and provides fruit throughout the season. A very popular item for Stover Seed.Cucumber is crispy with tender skin which is not bitterEntire cucumber can be eaten without peelingExcellent for slicing and pickling, tolerant to high soil moisture and cold soilBest when harvested between 3 in. and 7 in. long"
123464,"The G-Floor Cover and Protector is manufactured from tough, specially formulated polyvinyl that is resistant to most contaminants commonly found in garage and work environments. It helps prevent concrete deterioration, hides cracks and stains, prevents new stains, and creates a moisture barrier. Easy to install, just roll it out and trim if needed. Use one mat for single area protection, or multiple mats to provide wall to wall coverage. G-Floor is 100% high quality polyvinyl, not layered with filler material that can crack, split, peel, and deteriorate. Tough enough to be used in the garage, attractive enough to be used anywhere; basements, laundry rooms, trailers, vehicles, workshops, warehouses, exercise rooms, offices, and utility rooms.Diamond Tread offers traction and a rugged appearanceCan be installed over concrete or wood subfloors, with or without adhesiveAppropriate for installation on, above or below grade; great for use in basements, kitchens, bathrooms, etc.Simply clean with a damp mop or for a deeper cleaning use a de-greasing vinyl floor cleaner as directedEasy to cut and trim for a custom fit using just a utility knifeMade in the USA"
123538,Grace your wall with this decorative gem tree wall sculpture and you're sure to be mesmerized. The color variety among the gems is eye catching and the three dimensional metal construction of the sculpture is sure to be a focal point of any room. Measures 32.5 in. W x 2.75 in. D x 32 in. H.Painted bronze finish with assorted gemsHangs on the wall as easily as a pictureDurable metal constructionNo assembly requiredClick here to learn more about wall decor
123594,"This RESCUE WHY Attractant Kit is a 2-week supply of wasp, hornet and yellow jacket attractant for use in a reusable trap. It lures 20 species of stinging insects, including bald-faced hornets, European hornets, 6 species of paper wasps and 12 species of yellow jackets.Lures stinging insects in reusable trapsWorks on 20 species, including bald-faced hornets, European hornets, 6 species of paper wasps and 12 species of yellow jacketsAttracts insects within a 1,000 sq. ft. areaLasts for 2 weeksLures queens & workers, spring to fall"
123691,"The Forever 5/8 in. Mesh Spark Arrestor Cap 14 in. x 14 in. stainless steel. Superior animal proof oval hole mesh prevents creosote buildup. 21 in. x 21 in. 24 Gauge hood, 20 Gauge one piece base with built in 5/8 in., 8 in. high mesh screening. Adjustable will fit flue sizes from: 11 in. x 11 in. to 14 in. x 14 in. This cap conforms to California spark arrestor codes. Copper and custom sizes are also available.304 stainless steelLifetime warrantyThe Forever Cap, nothing else even comes closeBest way to prevent animals, leaves, rain and other debris from entering your chimney"
123871,"The Laura Ashley Limited Edition PC660LA offers outstanding performance in both sewing and quilting, with capabilities designed for large home decor projects, elaborate garment construction, quilting, and everyday sewing. This machine boasts an exciting 128 sewing stitches, 10 styles of one-step buttonholes, and 3 sewing fonts (each with 55 alphanumeric characters) for basic monogramming. Plus, the My Custom Stitch feature gives you virtually unlimited stitch possibilities by allowing you to create personalized stitch patterns and save them to one of the machine's 10 memory pockets for later use. Enjoy sewing large quilts with the included wide table, and using the included 14 sewing feet for everything from quilting, to piping, zipper insertion, buttonholes and more. Included also is a sidecutter attachment for light serge-like edge finishing projects. Other advanced features include sideways sewing (for straight and zigzag sewing), variable speed control and start/stop button, automatic upper thread tension, adjustable presser foot height and pressure, and jam resistant Quick-Set top drop-in bobbin. Bring your design ideas to life with this incredibly versatile machine, and be inspired by its range of creative possibilities.128 built-in sewing stitches, including 10 styles of one-step buttonholes3 sewing fonts for basic monogrammingEasy stitch selection via 10 digit padMy custom stitch feature with memory pockets for saving stitchesWide table and quilting accessories includedSideways sewingEasy to read LCD display screenVariable speed control and start/stop buttonSmooth fabric feeding utilizing 7-point feed dogsJam resistant quick-set top drop-in bobbinIncludes 14 quick-change sewing presser feetIncludes hard coverHome Depot Protection Plan:"
123922,"This commercial-grade 1-1/2 in. vacuum hose is used by pool service professionals everywhere. It features full flow, smooth inside walls, and an extra heavy duty outer construction that resists concrete scuffs and tears. The swivel cuff rotates in all directions, eliminating aggravating kinks and making it easier to use. Backed by a 4-Year Warranty.High quality construction for years of continuous useIdeal for keeping your pool water crystal clearSwivel cuff prevents twisting, kinking or tanglingFloats for easy vacuumingProtected against UV and chemicalsMeasures 50 ft. long; 1-1/2 in. diameter"
124115,"This 30 in. refrigerator is an ideal solution in small kitchens that can typically only accept a top-freezer refrigerator. French doors open with a narrow door swing similar to a side-by-side refrigerator. And inside you'll find appealing features including an interior water dispenser and a full-width pantry drawer that helps keep your fresh food organized and easy to reach.California residents: see&nbsp;Proposition 65 informationThe French door fridge is ULe Environmentally Preferred Certified, which means it passed a 60-point Association of Home Appliance Manufacturers (AHAM) Sustainability Standards checklistThe interior water dispenser is conveniently located for easy access to ice-cold filtered waterA factory installed, automatic ice maker ensures a constant supply of ice on hand at all times for entertaining and everyday useA water filter indicator lets you know at a glance when it's time to replace your interior water filterUp-front, electronic controls allow you to access your refrigerator's settings quickly and easilyThe ExtendFresh Temperature Management System uses sensors in the refrigerator and freezer to help ensure all your ingredients remain at the appropriate temperature for optimum taste and textureSpill-proof glass shelves help you contain leaks and spills for easier cleanupHumidity-controlled crispers provide adjustable humidity control, giving you a dedicated storage option to keep fresh food at optimum humidity levelsThe FreshChill Temperature-Controlled Full-Width Pantry lets you properly store foods ranging from meats to produce by allowing manual adjustment of the amount of cold air that enters the drawerA Produce Preserver absorbs ethylene gas emitted by many fruits and vegetables, causing them to over ripen. By removing ethylene, the Produce Preserver helps extend freshnessThe metal wine rack provides a durable storage solution for up to 4 bottles of wine or 2 l containers and can be removed for additional storage flexibility2 fixed full-width door bins and 2 additional door bins with mats that can hold gallon-sized containers provide additional storage options and help free up more space in the interiorClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for this product"
124122,"Diablo Steel Demon reciprocating saw blades are specifically designed for maximum performance in metal demolition applications. The blade's ultra hardened cutting edge delivers up to four times longer life than those of standard blades. Dual Tooth design features a double tooth configuration with small gullets for faster material removal and extra durability.Perma-SHIELD coating protects the blade from heat, gumming, and corrosion1 in. demolition blade body for extreme durabilityUltra hardened edge increases the hardness of the cutting edge to a Rockwell Hardness of HRC 62 versus HRC 55 for standard bladesIdeal for metal cutting/demolition applicationsRed reciprocating blades are a registered trademark of Freud America, Inc"
124149,"The London 35.5 in. Single Sink Vanity Cabinet, constructed with solid wood, provides a contemporary design perfect for any bathroom remodel. The storage in this free-standing vanity includes one flip-down shelf and one double door cabinet each panel accented with brushed nickel hardware. This vanity cabinet is available in an espresso or white finish.Solid oak wood cabinets2 pullout drawers2 flip down panelsSatin nickel finish hardwareFaucet not includedCabinet base onlyBath accessories not included"
124280,"Holmes Workwear Safety Glasses are worn to help protect eyes against particles and airborne debris. Contemporary, semi-rimless black frame with yellow accented temples and tinted lenses provide full eye coverage ideal for outdoor projects. Lightweight, impact resistant and provide 99.9% UV protection. Offering quality eye protection with sleek styling, Holmes Workwear Safety Glasses are a great choice in eye protection for both the professional and the DIYer.Designed with polycarbonate lenses, the strongest, most impact-resistant eyewear lens material availableAnti-fog lens coatingSoft molded nose bridge and temple tips for all-day comfortMeets the requirements of ANSI Z87.1-2010Lenses provide 99.9% UV protection"
124382,"Wire residential indoor branch circuits for outlets, switches and other loads with Southwire Romex SIMpull Type NM-B Cable. SlikQuik jacket allows for 50% reduction in pulling force for easier installation. NM has a heat capacity of 90C and a usage rating of up to 600-Volt.Placed where space is available and free of excess moisture and dampnessMay be used for both exposed and concealed work in normally dry locationsMay be run in air voids of masonry block or tile walls not subject to excessive moistureConductors are annealed (soft) copperUL listed and CSA certifiedNote: product may vary by store"
124469,This window trim kit can be used for ASB surrounds that are trimmable.  Perfect to finish off the edges of the window in your bathtub or shower.  Window trim kit is easy to clean.3-PieceIncludes cutting guideIncludes tapeWhite
124670,"The Schlage ConnectTM Touchscreen Deadbolt handleset and Accent lever with Camelot trim in Satin Nickel combines advanced features and compatibility with your home automation system, allowing you to control your home from anywhere and freeing you from the hassles of keys. The Accent lever is widely popular for its elegant wave-like design that effortlessly matches a room's style without overshadowing it, while the Camelot handleset's scalloped architectural details add instant charm - especially when wrapped in our versatile Satin Nickel finish. Plus, it's been designed and tested with strength and durability in mind.Use with 1-3/8 in. to 1-3/4 in. doorUniversal deadbolt fits 2-3/8 in. or 2-3/4 in. backsetGuaranteed to fit on existing, standard pre-drilled doorsCompatible with Z-Wave to add remote capabilityLever design pairs well with traditional styles like antique furniture as well as more modern transitional stylesFinish coordinates easily with plumbing and lighting fixturesFor more than 95 years, Schlage has offered durable door hardware in a range of unique style combinations to express any personalityAutothrow deadbolt activated from outside by pressing Schlage buttonDeadbolt automatically retracted from outside by entering valid access codeKey can be used to unlock as backupBuilt-in Alarm alerts you to potential security threatsLock and finish backed by limited lifetime warrantyNo wiring neededEasy installation with Phillips screwdriverSelf-aligning screw holes make installation easy and hassle-freeUniversal latches slide easily into place and require no tools or manual adjustmentsWink App Compatible - Wink Hub RequiredHome Depot Protection Plan:"
124713,"Replace your cordless phone batteries with these batteries. They fit several AT&T, GE, V-Tech phones; and other brands of phones as well. Just match the size, shape, voltage, polarity and plug type.3.6 Volt400mAhNickel cadmiumLimited lifetime warranty"
124811,Raco hubs are for use in wet or dry locations with threaded Rigid/IMC conduit. Raco hubs are to design to connect and bond conduit to a thread less opening in a box or enclosure. Raco hubs are furnished with insulated bushings.Die-cast construction insures mechanical protection for the racewayO-ring seals the assembly and provides a rain tight seal1/2 in. trade sizeUL and CSA listed
125046,"The Hampton Bay 1-Light Outdoor White Dusk-to-Dawn Wall Lantern with Photocell combines a detailed, traditional design with a contemporary white finish. This lantern is made with clear beveled glass and contoured, hexagonal housing, offering a look that will complement a variety of home styles. It features energy-saving dusk-to-dawn technology, which automatically turns the light on at dusk and off again at dawn. Uses 1-100-Watt maximum light bulb (not included).Durable cast-aluminum construction with a white, weather-resistant finishClear, beveled-glass panelsTraditional lantern design with contemporary elementsBuilt-in photocell turns the lamp on at dusk and off again at dawnUses 1-100-Watt maximum light bulb (not included)UL listed for safetyHome Depot Protection Plan:"
125081,"Oatey Galvanized Base No-Calk Roof Flashings can be used in commercial and residential applications where a watertight seal for roof penetrations around the plumbing vent pipe is required. Roof Flashing slides over DWV pipe for pitch to 40 degree. Made of rust-proof, stamped 24 or 28 gauge galvanized steel.Galvanized baseSelf-sealing collar slides over pipe and requires no caulkingCollar unattached from flashing base for Electrical Service Mast applicationsDo not use petroleum based products or paint on flashing collar or plastic baseNot for hot-mopped or built-up roofs"
125086,"Combo pack including two popular items the Kukri Machete and Instant Assisted Opening Knife. The Gator Kukri is based on a traditional tool of Central Asia, with understated updates for modern use. The Instant utilizes Gerber's F.A.S.T mechanism for easy, 1-handed blade opening.Kukri's ergonomic handle shape, slip-proof grip, and hefty full tang construction stand up to repeated heavy useKukri's hefty 12 in. unique curved shape blade offers three specific sections, including a pointed tip, wide midsection, and narrow area above the handle for versatile useKukri is made of corrosion resistant 1050 steelInstant has an ultra-light G-10 composite handleInstant features Gerber's F.A.S.T. assisted opening mechanismInstant equipped with a thumb plunge lockKukri features a 12 in. blade, and the instant equipped with a 3.18 in. bladeKukri's overall length is 19 in. and instant is 7.75 in.Kukri's handle length is 7 in. and instant's handle is 4.57 in.Kukri's weight is 0.9 lb. and the instant weighs 0.25 lb."
125350,This 3-to-1 Beige Adapter is capable to plug up to 3 different plugs into a single outlet for convenience when socket space is tight. It's very light and easy to carry to any place.California residents: see&nbsp;Proposition 65 informationIndoor use only single-to-triple beige 3-wire grounding adapterSuitable for additional power connections of heavy duty electrical tools or devisesConvert one 3 prong grounded outlet into three grounded outlets3-to-1 beige adapter can install with or without the plate
125769,"Help prevent damage caused by overdrying and reduce wrinkles with the 7.3 cu. ft. Whirlpool Duet dryer. The Wrinkle Shield Plus option with Steam helps keep wrinkles from setting into your clean clothes with steam intermittent tumbling after the dryer cycle ends. Reduce overdrying with Advanced Moisture Sensing, which uses three sensors to read incoming and outgoing air temperatures while monitoring moisture levels inside the dryer, so the cycle ends when everything is perfectly dry. For even more efficient drying, four shorter, staggered baffles increase the effectiveness of the dryer for small loads and promote more balanced tumbling. And, it's easy to start drying faster with Tap Touch controls with Memory, which allow direct access to dryer functions and even remember your last cycle and settings for a quick touch start. And enjoy all these features even more knowing this dryer is designed, engineered and assembled in the USA.California residents: see&nbsp;Proposition 65 information7.3 cu. ft. capacity easily accommodates bulky items like comforters, sleeping bags and pillows9 cycles including Normal (cotton), Bulky, Heavy Duty, Sanitize, Steam Refresh, Timed Dry, Quick Dry, Delicates and Casual (permanent press) offer drying options to handle a variety of fabricsDryer drum's powder-coat finish resists chipping and abrasion to help protect clothes from damageFront-panel controls with a Tap Touch interface, cycle indicator lights and Estimated Time Remaining provide convenient access to all cycle and option selections. Plus, this dryer even remembers your last cycle and settingsSteam Refresh cycle uses water and heat to relax wrinkles and reduce odors from clothes in just 22 minutes. It's ideal for those items you'd rather not rewash5 temperature settings to handle variety of fabrics delicate synthetics to heavyweight cottonWrinkle Shield with Steam provides periodic tumbling with steam at the end of a drying cycle to help smooth out wrinklesWrinkle Shield Option. Help keep wrinkles from setting into your clean clothes for up to 140 minutes. These models use the added benefit of steam for even better wrinkle-fighting performanceEnd-of-cycle signal alerts you when a cycle is completeLaundry pedestal, XHPC155, enhances ease of use; stacking kit, W10298318RP, provides increased installation choices (sold separately)Built with American pride and designed, engineered and assembled in the USADryer duct is required for installation and will be offered separately during appliance checkoutClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
125925,"The Genie ChainLift 800 Garage Door Opener combines powerful, reliable performance with quiet operation to create a long-lasting and easy-to-install chain drive opener. Installation is a breeze with this lightweight unit and its electronic push-button programming. Complete with accessories, the system features a reliable DC motor that delivers quiet, smooth operation with soft starts and stops, reducing wear and tear on the unit.1/2 HP and DC opener ensure smooth, reliable opening/closing of garage doorDC motor installs with standard electrical hookupFull-drive chain assembly helps open and close 7 ft. sectional garage doors up to 500 lbs. with easeIncludes 2 remotes, wireless keypad and wall-mount push button for easy access to garageGenie openers and accessories are intellicode compatible, providing state-of-the-art security for your home with maximum convenience2-bulb light system offers ample illumination (bulb maximum 60-Watt each, sold separately)"
126159,Contractor-grade outswing bumper threshold with vinyl clad foam insert. Heavy duty aluminum and vinyl clad foam bumper design assures years of protection from the elements. Installing a threshold will help sealing out drafts from the bottom of your door.California residents: see&nbsp;Proposition 65 informationFor outward-swinging doorsVinyl clad foam bumper provides a weather tight seal at bottom of doorBronze finishSaves energy while improving safetyHeavy extruded aluminum design with replaceable vinyl insertFasteners included
126179,"This 30 oz. Raid Max Bug Barrier provides a convenient, refillable sprayer that is battery powered to help reduce hand fatigue during application. The spray offers long-lasting results with a formula that lasts up to 12 months, targeting roaches, ants and spiders to help rid your home of invasive pests.Targets ants, roaches and spidersRefillable easy-to-use Sprayer makes application a breezeBattery-powered sprayer helps reduce sprayer fatigueLasts for up to 12 months for longer-lasting performanceNote: product may vary by store"
126236,"Cable Stops prevent movement of rope beyond a certain point. Stops should be fastened by using a Swaging Tool. Aluminum material provides strength and corrosion resistance.Used on rope sized 3/32 in.Use a swaging tool to fasten properlyMade of durable aluminum for long lifeDo not use to hang loads, lift loads, support weight of persons or objects, and do not use on athletic or playground equipment"
126336,"The hand held PowerSpray + Original Shower Massage delivers a high-performance showering experience with six uniquely refreshing spray settings. Escape the day's tensions as the powerful pulsating massage invigorates your entire body or relax under the gentler, slow massage. Also, enjoy more water force with our OptiFLOW Technology and truly transform your shower.Handshower with 5 ft. hose can be used to clean and reach difficult areasAnti-clog nozzles make the showerhead easy to cleanAdvanced OptiFLOW technology increases water-flow by 30%Limited lifetime warranty is provided because you deserve the optimal showerhead performance"
126397,"Bring the beautiful look of smooth wood and the performance of fiberglass to your home with the Masonite 9 Lite Primed Smooth Fiberglass Entry Door with No Brickmold. Engineered to last a lifetime, these high-performance smooth surface doors feature high-definition profiles for added architectural interest. Ready for painting, the smooth surface is primed white and expertly engineered not to rust or dent. Designed with an energy saving polyurethane door core, the maintenance-free proprietary fiberglass construction provides maximum protection and durability.California residents: see&nbsp;Proposition 65 informationLow-maintenance, high-performance fiberglass resists cracking, warping, splitting and dentingHigh-definition panel profiles and true square-edge construction provide an authentic wood door appearanceEngineered stiles provide excellent dimensional stability for harsh weather climatesHigh performance compression weather-stripping helps to seal out drafts9 Lite features double-pane tempered glass for added safetySmooth, primed surface ready for painting and decoratingReinforced lock block provides strength and security for door hardwareEntry door comes fully assembled with hinges, frame, aluminum sill and weather strippingExterior door slab is double bored for lockset - sold separatelyFrom outside, opens toward the inside of the home with hinges on the right"
126403,"Replacement SinkTop Switch push buttons.  To change button color, pop the old decorative ring off the push button body, replace with the new push button, and push the sides of the new decorative ring until it locks with the push button body.For use on the InSinkErator SinkTop SwitchOil Rubbed Bronze FinishAvailable in a variety of popular designer colorsUse of abrasive cleaning solutions may harm this product's finish"
126498,"Speedi-Products 4 in. Galvanized Wall Vent with spring return damper. For use as the outside sidewall termination of Kitchen, Bath and Dryer exhaust systems. Made of durable galvanized sheet metal. Can be used for Remodeling, Do it yourself and New Residential projects.For use as the outside sidewall termination of kitchen, bath and dryer exhaust systemsUsed with all 4 in. duct vent productsMade of durable galvanized sheet metalSeal joints with approved duct mastic sealants"
126511,"The American Standard EverClean 5 ft. Whirlpool Tub incorporates a patented antimicrobial additive molded directly into the water circulation piping to inhibit the growth of mold and mildew on the pipes. This exclusive feature will keep your Whirlpool tub cleaner, longer. You will be able to relax further knowing that The Limited Lifetime Warranty covers parts and In-Home labor. The integral apron with removable access panel design is perfect for replacing a standard bathtub with a Whirlpool tub. This Whirlpool tub features 8 Whirlpool jets, 2 air volume controls for an optimal massage therapy, and 2 molded-in armrests, providing you with greater comfort while bathing. The ledge mounted overflow provides the deepest soaking depth (must order drain separately).5 ft. x 32 in. x 21.5 in. acrylic with fiberglass reinforcementExclusive limited lifetime warranty covers in-home service, parts, and labor8 fully adjustable clean jets for a therapeutic massageLow profile jets are flat and slim to give you a more comfortable, relaxing bathEverClean incorporates a patented antimicrobial additive molded directly into the water circulation piping to inhibit the growth of mold and mildew on the pipesRequires deep soak drain model number 1599.500.020 - sold separately2 air volume controls with side-mounted on/off switch for easy operational access2 molded-in armrests and integral lumbar support for greater comfortIncludes integral tiling flange for drip prevention and easier tile installationSlip-resistant tub floor for added safety in entering and leaving tubLeft-handed drain installationFeatures easy install heater connection system (heater sold separately model EZHEAT_100)Also available as soaking tub, air bath, and air bath Whirlpool combinationFeaturing:Featuring:Note: product may vary by store"
126528,"Now you can try it before you buy it. The official paint colors of your favorite sports teams available in Glidden Duo Paint plus Primer 8 oz. samples. They are perfect for seeing up to 16 sq. ft. of your color choices on your walls as light changes from day to night. Only team colors, available exclusively at The Home Depot, give you perfectly matched professional and college team colors. With glidden Duo, a low odor, low VOC, interior paint and primer in one, you can reoccupy your living space sooner. Glidden gets you going.Official sports teams colorPaint and primer in oneEggshell sheenCovers up to 16 sq. ft.Low VOCExceptional hiding powerClick here to use our paint calculator and estimate how much paint you need to complete your project"
126542,"When you need a compact hose with the same reach as your original Ridgid wet/dry vacuum hose, this is the hose for you. The Tug-A-Long Wet/Dry vacuum hose features an expandable, extremely flexible design that locks to the vacuum while in use for a secure hold. And with its expandable design it stores easily in smaller spaces such as a cabinet or drawer.Use to replace or extend any ridgid 1-7/8 in. wet/dry vacuum hoseFits most ridgid wet/dry vacuums 3-gal. and largerAdjustable air control valve for vacuuming delicate surfacesTug-A-Long Locks hose design won't pull loose during use"
126551,"TrafficMASTER Premium 12 in. x 12 in. Resilient Vinyl Tile is the perfect value oriented choice for high traffic residential areas. It offers an easy peel-and-stick installation method. TrafficMASTER Premium can be installed over most existing surfaces. It is also easy to clean and maintain.Textured, low-gloss finish for an attractive look2 mm thickness x 12 in. width x 12 in. lengthAppropriate grade for installation: Above grade, On grade and Below gradeCan be installed over most existing floorsResidential and commercial useEasy to clean and maintainFor use indoors and in temperature controlled environments only; refer to your installation guide for detailed instructions"
126594,"Build center supports of structural PVC applications with the Formufit 1-1/4 in. Furniture Grade PVC 5-Way Cross. This specialty PVC cross connector offers 4 sockets in a cross configuration, with a fifth socket to allow a perpendicular connection for added intricacy when building PVC projects. Formufit 1-1/4 in. 5-Way PVC Side Outlet Cross is integrated with impact modifiers that give them the capability to work harder and last longer than standard PVC fittings.Made from ultra-strong, UV-resistant furniture grade PVC materialUnmarked, glossy surface finish and tapered fitting ends provide for clean, professional appearanceSlip-style pipe insertion for easy connectionsWorks with 1-1/4 in. Sch. 40 plumbing grade or furniture grade PVC pipeJoin by solvent welding or by press-to-fitNon-toxic and safe, does not contain heavy metals or phthalatesNote: not NSF rated, should not be used for plumbing applications"
126696,"Constructed of durable vinyl, the Cellwood Dutch-Lap Surface Mounting Block White matches Cellwood white siding and includes 1 in. diameter and 2-3/8 in. x 3-3/4 in. knockouts. This mounting block provides a level surface for transitioning from siding to a fixture.Made of durable, low-maintenance vinylWhite colorUse to mount accessories after triple 3 in. lap siding has been installedIncludes 1 in. diameter and 2-3/8 in. x 3-3/4 in. knockoutsProvides a level surface for transitioning from siding to a fixtureMatches Cellwood white siding"
126804,"The 12 ft. Pre-Lit Monterey Fir Artificial Christmas Tree makes it easy to decorate to your heart's content. The oversized tree boasts 8379 branch tips for a full look, providing plenty of room to showcase your favorite ornaments. Featuring 1650 clear incandescent lights and flame-resistant PVC construction, the tree reaches a towering height of 144 in. that is sure to add a striking presence to your holiday decor.Measures 12 ft. tall with 76 in. base diameter for a full, lush lookOutfitted with 8379 artificial Monterey Fir branch tips for a robust, realistic appearancePre-strung with 1650 UL-Listed clear incandescent lights for a classy displayWith Quick-Set functionality, lights illuminate automatically as each section of the tree is connectedIncludes a folding metal stand for convenient assembly and easy storageExtra bulbs and fuses includedHome Depot Protection Plan:"
126821,"Distinctive styling and elegant lines come together to form a complete range of modern classics in the Sheffield Bathroom Vanity collection. Inspired by well-established American Standards and crafted without compromise, these vanities are designed to complement any decor, from traditional to minimalist modern.12-stage wood preparation, sanding, painting and hand-finishing processHighly water-resistant low V.O.C. sealed finishBeautiful transitional styling that complements any bathroomPractical floor-standing designMinimal assembly requiredDeep doweled drawersFully-extending under-mount soft-close drawer slidesConcealed soft-close door hingesMetal exterior hardware with brushed chrome finishPlenty of storage space2 functional doors7 functional drawersFaucet(s) not included3 in. backsplashMirror not includedUnder-mount square porcelain sinksPre-drilled for a single hole faucetPlenty of counter space"
127239,This is a collection of bathroom fixtures. They feature an oiled bronze finish. The collection features tan cubic glass diffusers.1 year product warrantyUL listed for safetyHardware and installation instructions includedHardware included for easy mountingHome Depot Protection Plan:
127374,"The Prime-Line Products 24 in. Wooden Drawer Track Kit replaces many wood track systems (not included) and may be used for top or bottom-mount installations (not included). This kit will help to restore smooth operation to your track-mounted drawer (not included).Helps to restore smooth operation to track-mounted drawers (not included)Use for top or bottom-mounted units (not included)24 in. wood track, steel angle brackets and polyethylene guides and side saddlesDesigned to replace many wood track systems (not included)Universal hardware system fits many configurationsClick here to view our Drawer Slide Buying Guide"
127439,"The Daltile Semi-Gloss 2 in. x 6 in. Ceramic Bullnose Cap Wall Tile features a striking, medium-gloss finish and a tasteful color that complements many home decors. This tile is recommended for use in interior residential applications such as walls, countertops and kitchen backsplashes. Its smooth surface and uniform appearance are designed to add style to your living space. This product can be cleaned with a low-alkaline detergent diluted with warm water.0.083 square foot per piece, each piece sold individually. Piece weight equals 0.25 lb.Grade 1, first-quality ceramic accent/trim tile for wall, backsplash and countertop use2 in. width x 6 in. length x 5/16 in. thickGlazed smooth finish with a medium sheen and a uniform appearance in toneP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useC.O.F. greater than 0.50 is recommended for standard residential applications and is marginally skid resistant. Indoor useNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns"
127475,"This tall tub dishwasher with its multi-level tower wash system and push button controls is an excellent choice for your kitchen. It is ENERGY STAR qualified so it helps you save on utility bills. Plus, it features a heated dry option, a high temperature wash and a 1-hour wash cycle.California residents: see&nbsp;Proposition 65 informationElectronic console provides stylish, refined design that's at home in any kitchen; flat controls keep cycle selection simple and your kitchen looking sleekAt just 63 dBA, you can run the dishwasher without disrupting the whole houseTall tub interior with 12 place setting capacity accommodates more dishes and provides more room so you can add that one last dish or large pizza panTriple filter wash system eliminates the need to prewash dishes; a combination of filter screen, coarse filter and micro-fine filter cup removes even the tiniest food particles from wash waterENERGY STAR qualified so you can save water, energy and money while benefiting the environmentPlastic tub is durable and stain resistantRinse-aid dispenser automatically adds a measured amount of rinse-aid to help reduce potential for spots on dishesSpacious upper rack provides room for glasses, bowls and cupsLarge lower rack is ideal for pots and pansIn-rack silverware basket holds silverware and utensils securely in bottom rack for easy cleaningPowerful spray jets blast away stubborn stains and dried-on food particles1-hour wash cycle knocks out a lightly soiled load fastHeated dry option whisks away moisture so dishes can go straight to the cupboard with no towel requiredHigh temperature wash option features heater that boosts water temperature during wash cycle and adds extra rinse for enhanced cleaning and dryingNew dishwasher connection kit is required for installation and will be offered during appliance checkout Dishwasher installation availability varies by location and can vary based on your home's plumbing; Click Here for details"
127579,This unisex straw hat features an elastic band inside for the perfect fit and ultimate comfort (one-size fits most). The black band around this hat includes yellow and green John Deere trademark embroidery. The hat also has vents on the top to allow for heat escape during those hot summer days.Straw construction1-size fits mostVented top panelElastic band inside hat for ultimate comfort
127659,"Plasti Dip Blaze is a unique collection of neon Plasti Dip colors that deliver eye-catching looks for any application. Use Plasti Dip Blaze anywhere you need bright, easy to see colorsyou can use it to improve visibility for safety concerns, to add can't-miss color to frequently misplaced items, or for a one-of-a-kind look on almost anything, from automotive projects to outdoor gear to arts and crafts.For the brightest possible colors, apply Plasti Dip spray blaze over the Plasti Dip spray whiteProtective coating shields against abrasion, corrosion, mild impact and the elementsEasy to useCreates a soft, easy-grip surface that helps prevent skidding and slippingEasy to remove from most surfaces when ready to return to original surfaceResists weather, chemicals, impact and abrasionProvides protection against electrical shock, vibration, heat and deadnes sound"
127803,"Discover the many benefits of Veranda pro series vinyl fencing. From innovative design to durable construction to a neighbor-friendly appearance, Veranda is the perfect solution for a fence project. Made of low-maintenance vinyl, Veranda fencing is built to last for years of enjoyment.Low-maintenance vinylHefty profile provides a stately appearance and excellent durabilityNever needs painting or staining6 ft. vinyl gates are easy to install with standard tools and have a neighbor friendly designThere is one complete gate including hardware in each box. Posts and post caps sold separately."
