product_uid,name,value
100304.0,MFG Brand Name,New York Wire
100304.0,Package Quantity,1
100304.0,Product Depth (in.),48
100304.0,Product Height (in.),0.75
100304.0,Product Width (in.),48
100305.0,Assembled Depth (in.),26.2 in
100305.0,Assembled Height (in.),21 in
100305.0,Assembled Width (in.),112 in
100305.0,Bullet01,"Kit includes: 69 large, 35 medium, 92 mini"
100305.0,Bullet02,"Available in three colors: cafe, sierra blend and grey stone"
100305.0,Bullet03,RumbleStone columns/walls kit coordinates beautifully with your home’s architecture and landscape adding functionality to your outdoor living space
100305.0,Bullet04,Simple assembly and no cutting required
100305.0,Color Family,Tan
100305.0,Landscape Supply Type,Outdoor Living Kit
100305.0,Material,Concrete
100305.0,MFG Brand Name,Pavestone Rumblestone
100305.0,Textured,Yes
100306.0,Assembled Depth (in.),17 in
100306.0,Assembled Height (in.),27 in
100306.0,Assembled Width (in.),21 in
100306.0,Assembly Required,Yes
100306.0,Bullet01,Sturdy metal construction to accommodate heavier items
100306.0,Bullet02,"One 4 in. high drawer and three 7 in. high drawers for tops, socks, accessories and more"
100306.0,Bullet03,Easy installation with ShelfTrack standards (sold separately)
100306.0,Bullet04,White epoxy finish
100306.0,Bullet05,Manufacturer replacement of missing or damaged parts
100306.0,Color Family,White
100306.0,Handle Finish,White
100306.0,Included,Hardware
100306.0,Material,Steel
100306.0,MFG Brand Name,ClosetMaid
100306.0,Number of Compartments,4
100306.0,Storage Product Type,Drawer Storage
100307.0,Application Method,Brush
100307.0,Bullet01,Easy to apply with a brush to garage concrete surfaces
100307.0,Bullet02,"Epoxy 2-part, water-based formula provides ideal protection"
100307.0,Bullet03,High-gloss sheen in gray offers a handsome appearance
100307.0,Bullet04,Decorative chips are included for an appealing look
100307.0,Bullet05,Finish up to 500 sq. ft. or a 2-1/2 car garage for complete coverage
100307.0,Bullet06,Formulated to withstand wear and abrasions
100307.0,Bullet07,"Resists damage by gasoline, anti-freeze, motor oil, salt and hot tires"
100307.0,Bullet08,Easy to clean with soap and water
100307.0,Bullet09,Actual paint colors may vary from on-screen and printer representations
100307.0,Bullet20,Note: product may vary by store
100307.0,Chemical resistant,No
100307.0,Color Family,Grays
100307.0,Color/Finish,Gray
100307.0,Container Size,2 GA-Gallon
100307.0,Coverage Area (sq. ft.),500
100307.0,Dry to touch (min.),1440
100307.0,Interior Paint & Stains Product Type,Concrete/Basement/Garage Floor Coating
100307.0,Interior/Exterior,Interior
100307.0,MFG Brand Name,Rust-Oleum EpoxyShield
100307.0,Mildew Resistant,No
100307.0,Number of components in formula,2-part
100307.0,Paint Product Type,Interior Paint/Stain
100307.0,Paint/Stain Base Material,Epoxy/2 part
100307.0,Paint/Stain Clean Up,Soap & Water
100307.0,Paint/Stain Key Features,"Prevents hot tire pickup,Sealer,Skid Resistant"
100307.0,Paint/Stain/Waterproofer Product Type,"Basement, Floor & Garage"
100307.0,Primer required,No
100307.0,RGB Value,121:125:137
100307.0,Skid Resistant,Yes
100307.0,Substrate/Surface Use Type,Concrete/Brick/Masonry/Stone
100307.0,Time before recoating (hours),24
100307.0,Transparency,Solid
100308.0,Amperage (amps),30
100308.0,Appliance Type,Electric Dryer
100308.0,Assembled Depth (in.),28.2 in
100308.0,Assembled Height (in.),43 in
100308.0,Assembled Width (in.),29 in
100308.0,Bullet01,The extra-large 7.0 cu. ft. capacity provides enough space to evenly dry your largest loads straight from the washer
100308.0,Bullet02,"15 Dryer Cycles including multiple timed dry options, heavy duty, energy preferred auto dry, less dry - auto dry, more dry, air dry, normal and damp dry"
100308.0,Bullet03,Dryer drum's powder-coat finish resists chipping and abrasion to protect clothes from damage
100308.0,Bullet04,Rear panel controls provide convenient access to all cycle and option selections
100308.0,Bullet05,"4 temperature settings: air only, high, low and medium allow you to choose the best drying temperature for each load"
100308.0,Bullet06,AutoDry sensor tracks moisture levels to stop the cycle at that perfect point of dry
100308.0,Bullet07,"With the Wrinkle Control option, the dryer continues to tumble your clothes after the cycle has ended. It's a no-heat way to help prevent wrinkles from setting in"
100308.0,Bullet08,Set the end-of-cycle signal alerts you when the drying cycle has completed
100308.0,Bullet09,"Maytag Commercial Technology. These dryers come standard with high-performance, commercial-grade parts"
100308.0,Bullet10,Interior drum light illuminates the interior of the dryer to make loading and unloading easier. Reversible side-swing door increases installation options
100308.0,Bullet11,"The heavy-duty motor provides faster spin speeds, which work together with optimized airflow for exceptional drying"
100308.0,Bullet12,"Maytag Commercial Technology. These dryers come standard with high-performance, commercial-grade parts"
100308.0,Bullet13,10-year limited parts warranty on the drive motor and dryer drum
100308.0,Capacity - Dryer (cu. ft.),7
100308.0,Certifications and Listings,1-UL Listed
100308.0,Color/Finish,White
100308.0,Color/Finish Family,White
100308.0,Control Type,Electro-Mechanical
100308.0,Depth With Door Open 90 Degrees (In),51
100308.0,Door Opening Height (In.),16.8
100308.0,Door Opening Width (In.),20.1
100308.0,Door Style,Reversible
100308.0,Dry Cycles,"Auto Dry,Damp Dry,Heavy Duty"
100308.0,Dryer Drum Material,Powder-Coated Steel
100308.0,Dryer Features,"Damp Dry,End-Of-Cycle Signal,Interior Light,Lint Filter,Moisture Sensor,Sensor Dry,Timed Dry"
100308.0,Exhaust Vent Location,Rear
100308.0,Included Items,No Additional Items Included
100308.0,Lint Filter Location,Top
100308.0,Matching Washer Type,Top Load
100308.0,MFG Brand Name,Maytag
100308.0,Number of Drying Cycles,15
100308.0,Number of Drying Temperatures,4
100308.0,Pedestal Model#,
100308.0,Product Depth (in.),28.2
100308.0,Product Height (in.),43
100308.0,Product Weight (lb.),109
100308.0,Product Width (in.),29
100308.0,Stackable,No
100308.0,Stacking Kit Model#,
100308.0,Steam Function,No
100308.0,Voltage (volts),240
100309.0,Assembled Depth (in.),1.5 in
100309.0,Assembled Height (in.),12 in
100309.0,Assembled Width (in.),7 in
100309.0,Blade Length (In.),9 in
100309.0,Bullet01,Includes wood and metal cutting Sawzall blades in both thin kerf and demolition for a wide variety of professional applications
100309.0,Bullet02,Wood cutting blades with fang tip and nail guard technology extend life and increase durability in nail embedded wood
100309.0,Bullet03,"Features thin kerf, double-duty upgrade, metal cutting blades that offer twice the life of any other Sawzall blade and make fast, flexible cuts"
100309.0,Bullet04,"Also features torch demolition, double-duty upgrade, metal cutting blades that offer twice the life of any other Sawzall blade and make tough, straight cuts"
100309.0,Bullet05,Durable jobsite storage case adjusts to hold up to 9 in. blades
100309.0,Bullet09,Jobsite durable storage case adjusts to hold up to 9 in. blades.
100309.0,Color Family,Red
100309.0,Material Cut,Multi-Purpose
100309.0,MFG Brand Name,Milwaukee
100309.0,Number in Package,12
100309.0,Number of Teeth,6
100309.0,Power Tool Accessory Type,Blade
100309.0,Power Tool Product Type,Power Tool Accessory
100309.0,Saw Blade Material,BiMetal
100309.0,Teeth Per Inch,Multiple
100309.0,Tools Product Type,Power Tool
100310.0,Bulb Type Included,No Bulbs Included
100310.0,Bullet01,"Assembly and install parts include: shade, harp, finial, main fixture body, mounting screws, lock nuts, ceiling anchors and mounting plate"
100310.0,Bullet02,Attractive pleated shade
100310.0,Bullet03,Attractive pleated shade
100310.0,Bullet04,Requires 3-way bulb for varying light-output settings
100310.0,Bullet05,"Uses one 150-watt maximum medium-base bulb, or CFL equivalent (sold separately)"
100310.0,Bullet06,"Assembly and install parts include: shade, harp, finial, main fixture body, mounting screws, lock nuts, ceiling anchors and mounting plate"
100310.0,Certifications and Listings,1-UL Listed
100310.0,Connection Type,Plug-in
100310.0,ENERGY STAR Certified,No
100310.0,Fixture Color/Finish,Brushed Nickel
100310.0,Fixture Color/Finish Family,Nickel
100310.0,Hardware Included,Yes
100310.0,Maximum Wattage (watts),0
100310.0,MFG Brand Name,Hampton Bay
100310.0,Number of Bulbs Required,1
100310.0,Product Depth (in.),12.6
100310.0,Product Height (in.),15.5
100310.0,Product Weight (lb.),4.25 lb
100310.0,Product Width (in.),23.25
100310.0,Shade Material,Fabric
100310.0,Shade Shape,Empire
100311.0,Bulb Type Included,LED
100311.0,Bullet01,"High-efficiency fixture consumes 57% less energy, saving you money"
100311.0,Bullet02,"Durable polycarbonate construction is built to last and offers a clean, polished look"
100311.0,Bullet03,"Uses 2 utility-lights 88-Watt equivalent (included) 38-Watt, 120-Volt"
100311.0,Bullet04,UL listed
100311.0,Bullet05,3700 Lumens
100311.0,Bullet06,"Includes assembly and install parts: easy plug in use with on/off switch, 5 ft. plug in chord"
100311.0,Bullet07,"Fully assembled, includes 6 in. hanging wire harness that provides ample reach"
100311.0,Bullet08,Flexible use with 1-touch on/off switch
100311.0,Bullet09,4100K day-light
100311.0,Bullet10,4 per box
100311.0,Certifications and Listings,No Certifications or Listings
100311.0,Commercial Light Type,Work Light
100311.0,ENERGY STAR Certified,No
100311.0,Fixture Color/Finish,Black
100311.0,Light Bulb Base Code,Other
100311.0,Light Source,LED
100311.0,MFG Brand Name,Feit Electric
100311.0,Number of Bulbs Required,0
100311.0,Product Depth (in.),48
100311.0,Product Height (in.),1.8
100311.0,Product Weight (lb.),2.89
100311.0,Product Width (in.),5
100312.0,Assembled Depth (in.),21 in
100312.0,Assembled Height (in.),21 in
100312.0,Assembled Width (in.),5 in
100312.0,Bullet01,1.5 in. Dia
100312.0,Bullet02,Extruded flexible EVA
100312.0,Bullet03,Smooth spiral wound design for flexibility and maximum flow rate
100312.0,Bullet04,Swivel cuff for kink-free maneuverability
100312.0,Hose Diameter (In.),1.5 in
100312.0,Hose Length (ft),35
100312.0,Hose Type,Vaccuum
100312.0,MFG Brand Name,Poolmaster
100312.0,Outdoor Living Product Type,Pool/Spa/Sauna Accessory
100312.0,Product Weight (lb.),6.75
100313.0,Applicator/Tool Type,Foam Brush
100313.0,Brush head height (in.),2.75
100313.0,Brush head material,Synthetic
100313.0,Brush head width (in.),2
100313.0,Bullet01,Synthetic-foam brush head can be used with paints and stains and holds ample material
100313.0,Bullet02,"Great for craft projects, hobby paints and touch-up work"
100313.0,Bullet03,Natural wood handle for comfort and lightweight
100313.0,Bullet04,2 in. brush width
100313.0,Bullet05,Not for use with shellacs and lacquers
100313.0,Handle Length (in.),4
100313.0,Head shape(s),Flat
100313.0,MFG Brand Name,Linzer
100313.0,Paint Product Type,Applicator/Tool
100313.0,Product Weight (lb.),.03
100314.0,Assembled Depth (in.),17.7 in
100314.0,Assembled Height (in.),23.6 in
100314.0,Assembled Width (in.),13 in
100314.0,Assembly Required,Yes
100314.0,Backboard/Rest/Rail,Yes
100314.0,Bullet01,2 tone engineered wood in java mocha and reclaimed wood finishes
100314.0,Bullet02,Durable metal casters
100314.0,Bullet03,Small drawer dimensions: 9.8 in. W x 12.1 in. D x 3.5 in. H
100314.0,Bullet04,Large drawer dimensions: 9.8 in. W x 12.1 in. D x 7.8 in. H
100314.0,Bullet05,Use alone or combine with matching desk
100314.0,Bullet06,Great for use in small spaces
100314.0,Bullet07,Easy to assemble
100314.0,Casters,Yes
100314.0,Collection Name,
100314.0,Color/Finish,Java Mocha and Reclaimed Wood
100314.0,Color/Finish Family,Dark Brown Wood
100314.0,Commercial / Residential,Residential
100314.0,File Cabinet Type,Vertical
100314.0,Finish,Java Mocha and Reclaimed Wood
100314.0,Hanging Rails Included,No
100314.0,Hardware Included,Yes
100314.0,Lateral Filing,Yes
100314.0,Lockable,No
100314.0,Material,Engineered wood
100314.0,MFG Brand Name,Unbranded
100314.0,Number of Drawers,3
100314.0,Paper Sizes,Letter & Legal
100314.0,Product Depth (in.),19.9
100314.0,Product Height (in.),4.8
100314.0,Product Weight (lb.),29.1
100314.0,Product Width (in.),24.2
100314.0,Seating Bench,No
100314.0,Storage Capacity (cu. ft.),3.1425694444
100314.0,Style,Modern
100314.0,Upholstered Cover,No
100315.0,Bullet01,"Protects insulated electrical conductors and cables from magnetic fields, impact damage and crushing"
100315.0,Bullet02,E-Z Pull interior coating provides a smooth surface for faster wire pulling
100315.0,Bullet03,Excellent mechanical protection for conductors
100315.0,Bullet04,Ductility for faster and easier bending
100315.0,Bullet05,High grade mild strip steel for durability and longer life
100315.0,Bullet06,Listed to underwriters laboratories safety standard UL 797
100315.0,Bullet07,Manufactured in accordance with ANSI C80.3
100315.0,Bullet08,Note: product may vary by store
100315.0,Bullet20,Note: Product may vary by store.
100315.0,Certifications and Listings,"1-UL Listed,CSA Listed"
100315.0,Color,Gray
100315.0,Color Family,Metallic
100315.0,Conduit type,Metallic
100315.0,Electrical Product Type,Conduit
100315.0,Flexible,Yes
100315.0,Length,10 ft.
100315.0,Material,Galvanized Steel
100315.0,MFG Brand Name,Allied Tube & Conduit
100315.0,Nominal inside diameter (in.),0.75
100315.0,Nominal outside diameter (in.),0.922
100315.0,Package Quantity,1
100315.0,Product Depth (in.),0.922
100315.0,Product Height (in.),0.922
100315.0,Product Length (ft.),10 ft
100315.0,Product Weight (lb.),0.435
100315.0,Product Width (in.),120
100315.0,Size (in.),3/4
100315.0,Trade Size (in.),3/4
100316.0,Bullet01,"Package includes 2 additional single button access remotes (FM135), wired or wireless digital keypad (FM137) and 50 ft. wired driveway vehicle sensor (FM138) and also included, the standard FM502 kit contents: includes 1 single button access remote (FM135), AC transformer (RB570), battery (FM150), control box, all required hardware and a detailed installation manual with an interactive DVD"
100316.0,Bullet02,Ideal for dual swing gates weighing up to a maximum of 18 ft. or a maximum of 850 lbs. per panel
100316.0,Bullet03,"Perfect for all gate types including ornamental, vinyl, tubular steel farm gates, chain link or wood gates"
100316.0,Bullet04,"30% Residential energy efficient property tax credit available, residential home owners can use this credit on a new operator system, accessories and installation with the purchase of a Mighty Mule solar panel; 10-Watt (FM123)"
100316.0,Bullet05,"Mighty Mule offers strong, elegant steel gates on HomeDepot.com that can be shipped directly to your home"
100316.0,Bullet06,Backed by a 18-month Mighty Mule warranty and technical support
100316.0,Commercial/Residential Use,Residential
100316.0,Fencing Product Type,Gate Opener Kit
100316.0,Gate opening style,Swinging
100316.0,Hardware Included,Yes
100316.0,Lighting Included,No
100316.0,Maximum gate size (ft.),18
100316.0,MFG Brand Name,Mighty Mule
100316.0,Power Requirements,AC or Solar
100316.0,Product Depth (in.),18.5
100316.0,Product Height (in.),46
100316.0,Product Weight (lb.),62
100316.0,Product Width (in.),24.5
100316.0,Remote control included,Yes
100316.0,Weight Capacity (lb.),850
100316.0,Wired or Wireless,Combo
100317.0,A/C Cooling Rate (BTU/hr),10000
100317.0,A/C Coverage Area (sq. ft.),300
100317.0,Air Conditioner Product Type,Portable Unit
100317.0,Air direction/circulation,2-way
100317.0,Amperage (amps),8.7
100317.0,Automatic shutoff,Yes
100317.0,BTU Cooling Rating,10000 Btu/h
100317.0,BTU Heat Rating,9500 Btu/h
100317.0,Bullet01,"10,000 BTU cooling power"
100317.0,Bullet02,"9,500 BTU heating power"
100317.0,Bullet03,CFC free refrigerant (R140a)
100317.0,Bullet04,Two fan speeds
100317.0,Bullet05,1 to 12 hours timer
100317.0,Bullet06,Electronic touch controls with remote
100317.0,Bullet07,Build in power cord storage
100317.0,Bullet08,Extendable exhaust: 5 in.  diameter x 59 in.
100317.0,Bullet09,Removable filter for ease of cleaning
100317.0,Bullet10,Water pull indicator and auto shut-off
100317.0,Casters,Yes
100317.0,Certifications and Listings,"1-UL Listed,ETL Listed"
100317.0,Color,White
100317.0,Color Family,White
100317.0,Controls,Digital
100317.0,Cord Length (ft.),6
100317.0,Decibel Rating,56 dBA
100317.0,Decibel Rating (Indoor),56 dBA
100317.0,Drain hose connection,Yes
100317.0,Energy Efficiency Ratio (EER),9.38
100317.0,Filter light reminder,No
100317.0,Filter Type,Mesh
100317.0,Heater included,Yes
100317.0,Hose Exhaust,Single
100317.0,MFG Brand Name,SPT
100317.0,Moisture removal capacity (pints/day),51
100317.0,Number of cool settings,2
100317.0,Number of Fan Speeds,2
100317.0,Product Depth (in.),29.61
100317.0,Product Height (in.),15
100317.0,Product Weight (lb.),55.12
100317.0,Product Width (in.),29.61 in
100317.0,Remote Control,Yes
100317.0,Self-diagnostic tools,No
100317.0,Sleep setting,Yes
100317.0,Timer,Yes
100317.0,Vent hose configuration,Single
100317.0,Voltage (volts),120
100317.0,Window venting kit included,Yes
100318.0,Bullet01,Oil base formula; excellent filling and building capability; will not sag or drip
100318.0,Bullet02,"Multi-surface/multi-purpose use; for use on metal, aluminum, galvanized metal, PVC, concrete, masonry, asphalt roofing materials, vinyl siding, fiberglass, and more"
100318.0,Bullet03,Dry time approximately 2 hours
100318.0,Bullet04,"Coverage is can be up to 10 sq. ft. depending on the surface porosity, excellent filling and building capability to fill and seal gaps, cracks, and holes"
100318.0,Coating Product Category,Paint
100318.0,Container Size,13 OZ-Ounce
100318.0,Coverage Area (sq. ft.),12.5
100318.0,Dry to touch (min.),30
100318.0,MFG Brand Name,Rust-Oleum Stops Rust
100318.0,Paint Product Type,Patching and Repair Product
100318.0,Paint/Stain Clean Up,Mineral Spirits
100318.0,Paint/Stain Key Features,No additional features
100318.0,Sheen,Flat/Matte
100318.0,Tint Base,Base 1
100318.0,Tintable,No
100318.0,Transparency,Clear-Crystal Clear
100319.0,Applicator type,Applicator Part/Accessory
100319.0,Bullet01,Includes the needed o-rings to completely service the pump
100319.0,Bullet02,Adjustable poly nozzle included
100319.0,Bullet03,Heavy duty buna gaskets
100319.0,Bullet04,Kit includes wand to nozzle O-ring for leak free operation
100319.0,MFG Brand Name,Roundup
100319.0,Product Depth (in.),1
100319.0,Product Height (in.),7.5
100319.0,Product Length (in.),1 in
100319.0,Product Width (in.),4.125
100320.0,Bullet01,Welded sash and main frame
100320.0,Bullet02,Four point welded assembly
100320.0,Bullet03,Heavy duty lock
100320.0,Bullet04,Internal weeping system
100320.0,Bullet05,Insulated
100320.0,Bullet06,100 Percent full screen coverage
100320.0,Bullet07,Install with 1/2 in. extruded Vinyl flange
100320.0,Color/Finish,White
100320.0,Energy Star Qualified,Not Qualified
100320.0,Exterior Color/Finish Family,White
100320.0,Features,"Hardware Included,Screen Included"
100320.0,Frame Material,Vinyl
100320.0,Glazing Type,Double-Pane
100320.0,Grid Pattern,
100320.0,Grid Width (in.),
100320.0,Hardware Color/Finish Family,White
100320.0,Insect screen included,Yes
100320.0,Integral J-channel,No
100320.0,Interior Color/Finish Family,White
100320.0,Jamb Depth (in.),3
100320.0,Lock Type,Cam Action
100320.0,Locking,Yes
100320.0,Material,Vinyl
100320.0,MFG Brand Name,TAFCO WINDOWS
100320.0,Number of Locks,1
100320.0,Privacy glass,No
100320.0,Product Depth (in.),3
100320.0,Product Height (in.),14
100320.0,Product Weight (lb.),19
100320.0,Product Width (in.),32
100320.0,Rough Opening Height,14
100320.0,Rough Opening Width,32
100320.0,Screen Included,Yes
100320.0,Solar Heat Gain Coefficient,.65
100320.0,Thickness,2.875 in
100320.0,Tinted glass,No
100320.0,U-Factor,.49
100320.0,Window Handing,Left-Handed
100320.0,Window Type,Sliding Window
100320.0,Window Use Type,"New Construction,Replacement"
100321.0,Antimicrobial,No
100321.0,Approximate Tile Size,12x36
100321.0,Bullet01,Shale Grey color finish offers the natural look of real ceramic tile flooring
100321.0,Bullet02,3.8 mm thickness x 12 in. width x 36 in. length
100321.0,Bullet03,Water-resistant tiles can be used almost anywhere in your home
100321.0,Bullet04,Patented GripStrip design offers easy installation over most existing floors
100321.0,Bullet05,For use indoors and in temperature controlled environments only
100321.0,Bullet06,Easy to clean and maintain
100321.0,Bullet07,Refer to the installation guide for detailed instructions
100321.0,Bullet08,All online orders for this item ship via parcel ground and may arrive in multiple boxes
100321.0,Color Family,Gray
100321.0,Color/Finish,Shale Grey
100321.0,Commercial / Residential,Residential
100321.0,Coverage Area (sq. ft./case),24
100321.0,Flooring Product Type,Vinyl Plank
100321.0,Indoor/Outdoor,Indoor
100321.0,Installable over Cork Underlayment,No
100321.0,Mark Resistant,Yes
100321.0,Material,Vinyl
100321.0,MFG Brand Name,TrafficMASTER Allure
100321.0,Product Length (in.),36
100321.0,Product Thickness (in.),0.15
100321.0,Product Thickness (mm),3.8
100321.0,Product Weight (lb.),4.52
100321.0,Product Width (in.),12
100321.0,Scratch Resistant,Yes
100321.0,Shape,Square Tile
100321.0,Skid Resistant,Yes
100321.0,Square Feet per Box (sq.ft.),24
100321.0,Stain Resistant,Yes
100321.0,Vinyl Surface Type,Embossed
100321.0,Waterproof,No
100322.0,Bullet01,15-3/4 in. x 13-1/16 in. flap dimensions
100322.0,Bullet02,For pets up to 100 lb.
100322.0,Bullet03,Up to 250 possible locking codes
100322.0,Bullet04,Acrylic flap with lock in both directions and a sensing range adjustable up to 3 ft.
100322.0,Bullet05,"3 easy-to-set entry modes: locked, unlocked and automatic access"
100322.0,Bullet06,Uses 4 D-cell batteries (not included)
100322.0,Bullet07,Additional keys sold separately for use by multiple pets
100322.0,Door Thickness (In.),Max Thickness 1 3/4 Inch
100322.0,Electronic,Yes
100322.0,Lockable Flap/Panel,Yes
100322.0,Maximum Pet Weight (lb.),100
100322.0,MFG Brand Name,PetSafe
100322.0,Pet Door Mount Type,Door Mount
100322.0,Pet Door Opening Width (in.) x Height (in.),11 x 16
100322.0,Product Depth (in.),4
100322.0,Product Height (in.),23.625
100322.0,Product Width (in.),16.125
100322.0,Type,Plastic Pet Door
100323.0,Bullet01,Length: 12 in.
100323.0,Bullet02,Width: 9 in.
100323.0,Bullet03,Safe working load: 1 000 lb. (453.59 kg)
100323.0,Bullet04,White finish
100323.0,Bullet05,Made of metal
100323.0,Color Family,White
100323.0,Color/Finish,White
100323.0,Included,No additional components or accessories are included
100323.0,Material,Metal
100323.0,MFG Brand Name,Richelieu Hardware
100323.0,Storage Product Type,Brackets
100324.0,Bench & Stationary Tool Type,Stand
100324.0,Bullet01,"Universal, compact design works with all brands of miter saws"
100324.0,Bullet02,500 lb. capacity
100324.0,Bullet03,Leg lock levers allow for fast and easy set-up
100324.0,Bullet04,40 in. beam extends to support up to 10 ft. of material
100324.0,Bullet05,Extension lock levers allow for fast and secure locking of extensions
100324.0,Bullet06,Tool mounting brackets easily and securely mount miter saw to stand
100324.0,Bullet07,Non-marring feet on tool mount will not scratch material
100324.0,Bullet08,Work stops/supports can be repositioned quickly anywhere along the rail
100324.0,Color Family,Silver
100324.0,MFG Brand Name,DEWALT
100324.0,Power Tool Product Type,Bench & Stationary
100324.0,Product Depth (in.),11.5 in
100324.0,Product Height (in.),32 in
100324.0,Product Weight (lb.),29.8
100324.0,Product Width (in.),100 in
100324.0,Reconditioned,No
100324.0,Table Height (in.),0
100324.0,Table Length (in.),0
100324.0,Table Width (in.),0
100324.0,Tool Stand Type,Miter Saw Stand
100324.0,Tools Product Type,Power Tool
100325.0,Bullet01,Fast acting
100325.0,Bullet02,Low temperature CaCl2 gel
100325.0,Bullet03,Weather resistant to rain
100325.0,Bullet04,Covers a broad long area unlike solid pucks
100325.0,Bullet05,No heavy stocking to position
100325.0,Concentrated,No
100325.0,Ice Melt Features,Includes Magnesium Chloride
100325.0,Lowest effective temperature (F),-50
100325.0,MFG Brand Name,Bare Ground
100325.0,Outdoor Living Product Type,Ice Melt
100325.0,Package size (gallons),.25
100325.0,Product Depth (in.),2
100325.0,Product Form,Gel
100325.0,Product Height (in.),16
100325.0,Product Width (in.),2
100326.0,Bullet01,Designed to power your workshop equipment and provide surge protection
100326.0,Bullet02,Metal construction is impact resistant
100326.0,Bullet03,Heavy-duty 15 ft. cord
100326.0,Bullet04,"$50,000 connected equipment warranty"
100326.0,Bullet20,Note: Product may vary by store.
100326.0,Certifications and Listings,"CSA Listed,ETL Listed"
100326.0,Color Family,Gray
100326.0,Color/Finish,Gray
100326.0,Cord Included,Yes
100326.0,Cord Length (ft.),15
100326.0,Electrical Product Type,Electrical Cords & Cord Management
100326.0,Energy Saving,No
100326.0,Indoor/Outdoor,Indoor
100326.0,Joule Rating (joules),1500
100326.0,Maximum Current,15
100326.0,MFG Brand Name,Defiant
100326.0,Number of Outlets,10
100326.0,Number of USB Ports,0
100326.0,On Indicator Light,Yes
100326.0,Phone/Data Protection,No
100326.0,Product Depth (in.),1.57
100326.0,Product Height (in.),1.575
100326.0,Product Length (in.),12.795
100326.0,Product Weight (oz.),43.616 oz
100326.0,Product Width (in.),3.819
100326.0,Resettable circuit breaker,No
100326.0,Video Protection,No
100327.0,Application,Floor
100327.0,Bullet01,Surfaces are ideal for finishing
100327.0,Bullet02,Can be painted to match your decor
100327.0,Bullet03,Pre-cut and pre-grooved for quick and easy application when installed with cape cod beadboard wainscot (not included)
100327.0,Bullet04,"Simple, 3-step installation"
100327.0,Bullet05,Chair rail dimensions: 96 in. L x 3-5/8 in. H x 13/16 in. D
100327.0,Bullet06,Base moulding dimensions: 96 in. L x 4-1/2 in. H x 9/16 in. D
100327.0,Color Family,White
100327.0,Flexible,Yes
100327.0,Interior/Exterior,Interior
100327.0,Kits,No
100327.0,Material,Medium Density Fiberboard (MDF)
100327.0,MFG Brand Name,Unbranded
100327.0,Moisture Resistant,No
100327.0,Moulding Features,Flexible
100327.0,Moulding Type,Base
100327.0,Paintable/Stainable,Yes
100327.0,Pattern Number,0
100327.0,Prefinished,Yes
100327.0,Pro Pack,No
100327.0,Product Depth (in.),0.5
100327.0,Product Height (in.),4.75
100327.0,Product Length (in.),4.75
100327.0,Product Width (in.),96
100327.0,Rot Resistant,No
100327.0,Sell Pack Options,Single Item
100327.0,Termite Resistant,No
100328.0,Bullet01,0.025 in. thick
100328.0,Bullet02,Can be cut with tin snips
100328.0,Bullet03,Use sheet metal screws or rivets to attach to other materials
100328.0,Bullet04,Bright finish light aluminum tread plate
100328.0,Corrosion Resistant,Yes
100328.0,Fastener Type,Metal Stock
100328.0,Finish Family,Silver Metallic
100328.0,Indoor/Outdoor,Indoor/Outdoor
100328.0,Material,Aluminum
100328.0,Measurement Standard,USS
100328.0,Metal Stock Type,Sheet Metal
100328.0,MFG Brand Name,MD Building Products
100328.0,Package Quantity,1
100328.0,Perforated,No
100328.0,Product Depth (in.),0.025
100328.0,Product Height (in.),36
100328.0,Product Length (in.),36 in
100328.0,Product Thickness (in.),.025 in
100328.0,Product Weight (lb.),3.33
100328.0,Product Width (in.),36 in
100328.0,Weldable,No
100328.0,Width (in) x Length (in),36in x 36 in
100329.0,Assembled Depth (in.),1.5 in
100329.0,Assembled Height (in.),62.75 in
100329.0,Assembled Width (in.),9 in
100329.0,Bullet01,Dimensions are 1-1/2 in. x 9 in. x 62-3/4 in.
100329.0,Bullet02,"Manufactured from southern yellow pine, a renewable resource, for an environmentally friendly choice"
100329.0,Bullet03,Color infused with cedar-tone colorant
100329.0,Bullet04,Pre-built for easy installation
100329.0,Bullet05,"Use for decks, docks, ramps and other outdoor projects where lumber is exposed to the elements"
100329.0,Bullet06,Pressure treated with water repellent for above ground use
100329.0,Bullet07,Lifetime limited residential warranty and 2-year color limited warranty
100329.0,Chemical retention (lb./cu. ft. ),2.3
100329.0,Color Family,Brown
100329.0,Color/Finish,Brown / Tan
100329.0,Contact Type Allowed,Above Ground
100329.0,Fastener recommendation,
100329.0,Interior/Exterior,Exterior
100329.0,Material,Wood
100329.0,MFG Brand Name,
100329.0,Number of Steps,5
100329.0,Prefinished,No
100329.0,Pressure Treated,Yes
100329.0,Pressure treatment chemical,MCA - Micronized Copper Azole
100329.0,Primed,No
100329.0,Product Depth (in.),1.5 in
100329.0,Product Height (in.),62.75 in
100329.0,Product Width (in.),9 in
100329.0,Stainable/Paintable,Stainable & Paintable
100329.0,Stair Part Type,Stringer
100330.0,Bullet01,Constructed using premium wood veneers to reveal the beauty and warmth of natural wood
100330.0,Bullet02,"Clean, contemporary flush doors with the beauty of natural wood grain"
100330.0,Bullet03,"Ready to paint, stain or varnish to coordinate with your decor"
100330.0,Bullet04,Select designs offered in coordinating bi-fold and factory prehung single or double prehung units
100330.0,Bullet05,Replacement size fits standard finished openings
