product_uid,name,value
118083.0,Kitchen Sink Front to Back Width (In.),22
118083.0,Kitchen Sink Left to Right Length (In.),33
118083.0,Kitchen Sink Top to Bottom Depth (in.),1
118083.0,Left Inner Bowl Below Counter Depth (in.),18
118083.0,Left Inner Bowl Left to Right Length (in.),16
118083.0,Material,Granite
118083.0,MFG Brand Name,Pegasus
118083.0,Mount type,Dual Mount
118083.0,Number of Bowls,2
118083.0,Product Weight (lb.),47
118083.0,Right Inner Bowl Below Counter Depth (in.),17
118083.0,Right Inner Bowl Left to Right Length (in.),13
118083.0,Sink Features,"Insulated,Sound Insulation"
118083.0,Strainer Basket Included,Yes
118316.0,Bullet01,Flexible PVC construction
118316.0,Bullet02,300-series stainless-steel clamps resist corrosion and offer efficient seals
118316.0,Bullet03,For sewer and drain waste and vent piping
118316.0,Bullet04,"Compatible with cast iron, plastic, copper, lead and steel piping"
118316.0,Bullet05,Mechanical connection type
118316.0,Bullet06,Underground rated
118316.0,Bullet07,Maximum working pressure of 4.3 psi
118316.0,Bullet08,"Resists chemicals, ultraviolet rays and fungus growth"
118316.0,Bullet09,Band slots for great flexibility
118316.0,Bullet10,"Fast and easy installation with a screwdriver, nut driver or socket wrench (sold separately)"
118316.0,Compatible Pipe Material,Multi-Purpose
118316.0,Connection,Mechanical
118316.0,Fitting 1 size,"4"""
118316.0,Fitting 2 size,"4"""
118316.0,Fitting or Connector Type,Adapter or Coupling
118316.0,Material,PVC
118316.0,Maximum working pressure (psi),4.3
118316.0,MFG Brand Name,Fernco
118316.0,Pipe or Fitting Product Type,Fittings & Connectors
118316.0,Product Depth (in.),5.39
118316.0,Product Height (in.),3.99
118316.0,Product Length (in.),5.39
118316.0,Product Weight (lb.),0.83
118316.0,Product Width (in.),5.39
118316.0,Push to connect,No
118316.0,Underground rated,Yes
118472.0,Accessory type,Pressure-Treated Wood Rail Trim
118472.0,Bullet01,Hide brackets and fasteners while adding a decorative finish to your deck rails
118472.0,Bullet02,"For use with vertical, nominal 2 in. x 4 in. rails and pre-assembled rails with cap rails (trimming required)"
118472.0,Bullet03,Pack includes 4-rail trim pieces and adhesive
118472.0,Bullet04,Pressure-treated for long life
118472.0,Bullet05,Paintable or stainable
118472.0,Chemical retention (lb./cu. ft. ),.1
118472.0,Contact Type Allowed,Above Ground
118472.0,Fastener recommendation,Galvanized / Stainless / exterior coated
118472.0,MFG Brand Name,Unbranded
118472.0,Pressure Treated,Yes
118472.0,Pressure treatment chemical,MCA - Micronized Copper Azole
118472.0,Product Depth (in.),3.5
118472.0,Product Height (in.),7.2
118472.0,Product Width (in.),4.5
118472.0,Stair Part Type,Accessory
118553.0,Assembled Depth (in.),16.6 in
118553.0,Assembled Height (in.),35.2 in
118553.0,Assembled Width (in.),24.5 in
118553.0,Assembly Required,No
118553.0,Backsplash Height (in.),3
118553.0,Basin Color,White
118553.0,Basin Color Family,White
118553.0,Basin Depth (in.),5
118553.0,Basin Length (in.),13
118553.0,Basin Material,Composite
118553.0,Basin Width (in.),24.5
118553.0,Bullet01,"Includes basin, vanity cabinet, vanity top, and hardware"
118553.0,Bullet02,Single basin in white
118553.0,Bullet03,24.5 in. W x 35.2 in. H x 16.6 in. D
118553.0,Bullet04,2 door cabinet for storage
118553.0,Bullet05,Vanity top is pre-drilled for a 4 in. centerset faucet for easy installation
118553.0,Bullet06,"Cabinet is factory assembled, ready to install"
118553.0,Bullet07,Premium white finish coordinates with any bath decor
118553.0,Bullet08,Vanity top has no overflow hole to help promote a bacteria-free environment
118553.0,Bullet09,European concealed adjustable hinges offer a sleek look and the ability to easily align doors
118553.0,Bullet10,Limited lifetime warranty
118553.0,Bullet11,Faucet not included
118553.0,Cabinet Color,White
118553.0,Cabinet Color Family,White
118553.0,Cabinet Depth (in.),16
118553.0,Cabinet Height (in.),34
118553.0,Cabinet Material,Particle Board
118553.0,Cabinet Width (in.),24
118553.0,Faucet Hole Spacing (in.),4 In. Centerset
118553.0,Hardware Finish Family,Nickel
118553.0,Installation Type,Free Standing
118553.0,MFG Brand Name,
118553.0,Number of concealed shelves,0
118553.0,Number of Doors,2
118553.0,Number of Drawers,0
118553.0,Sink Type,Countertop
118553.0,Style,Basic
118553.0,Top Color,White
118553.0,Top Color Family,White
118553.0,Top Depth (in.),16.6
118553.0,Top edge thickness (cm.),2.22
118553.0,Top Height (in.),7.25
118553.0,Top Material,Cultured Marble
118553.0,Top weight (lb.),17.5
118553.0,Top Width (in.),24.5
118553.0,Vanity Features,"Adjustable Hinges,Concealed Hinges,Predrilled"
118553.0,Vanity Included Components,"Basin,Vanity Top"
118553.0,Vanity Top Accommodations,Single center set basin
118553.0,Vanity Top Edge Type,Flat
118553.0,Vanity Type,Single Sink
118553.0,Wall mounted,No
118763.0,Bullet01,Heavy duty polyester construction
118763.0,Bullet02,Durable PVC lining
118763.0,Bullet03,Closure straps for secure mounting
118763.0,Bullet04,Provides weather protection
118763.0,Color,Black
118763.0,Color Family,Black
118763.0,Grill Cover Type,Barrel smoker
118763.0,Lined,Yes
118763.0,MFG Brand Name,Brinkmann
118763.0,Outdoor Living Product Type,Grill Cover
118763.0,Product Depth (in.),43.5
118763.0,Product Height (in.),36.5
118763.0,Product Length (in.),43.5
118763.0,Product Width (in.),26.5
118763.0,Size,30 in.
118763.0,Size range,30 to 50 in.
118763.0,Thickness (denier),3.8
118763.0,Weather Resistant,Yes
120816.0,Application Method,Spray
120816.0,Bullet01,Fluorescent formula creates high visibility when sprayed onto objects
120816.0,Bullet02,"Designed for use on crafts, toys, sporting goods and other objects"
120816.0,Bullet03,Dries in as little as 20 minutes
120816.0,Bullet04,11 oz. can covers areas up to 15 sq. ft.
120816.0,Bullet05,Undercoat with flat white paint to maximize neon effect
120816.0,Bullet06,Rich and vibrant color
120816.0,Coating Product Category,Paint
120816.0,Color Family,Metallics
120816.0,Color/Finish,Orange
120816.0,Container Size,11 OZ-Ounce
120816.0,Coverage Area (sq. ft.),15
120816.0,Dry to touch (min.),20
120816.0,Interior/Exterior,"Exterior,Interior"
120816.0,MFG Brand Name,Rust-Oleum Specialty
120816.0,Package Quantity,6
120816.0,Paint/Stain Base Material,Oil
120816.0,Paint/Stain Clean Up,Mineral Spirits
120816.0,Paint/Stain Key Features,No additional features
120816.0,Paint/Stain/Waterproofer Product Type,Specialty Finish/Small Project
120816.0,RGB Value,230:103:022
120816.0,Sheen,Flat/Matte
120816.0,Transparency,Solid
120819.0,Actual Color Temperature (K),3000
120819.0,Average Life (hours),2000
120819.0,Bulb Diameter (In.),2
120819.0,Bulb Finish,Soft
120819.0,Bulb Shape,Reflector
120819.0,Bulb Type,Flood and Spot
120819.0,Bullet01,Brightness: 350 lumens
120819.0,Bullet02,Estimated Yearly Energy Cost: $6.02
120819.0,Bullet03,Life: 1 Year (Based on 3 hrs/day)
120819.0,Bullet04,Light Appearance: 3000K (soft white)
120819.0,Bullet05,Energy Used: 50 Watts
120819.0,Bullet06,"Use as an indoor, commercial or residential flood light"
120819.0,Bullet07,Reflector MR16 shape with a GU10 base
120819.0,Bullet20,Note: Product may vary by store
120819.0,Color Rendering Index,100
120819.0,Color Temperature,Soft White
120819.0,ENERGY STAR Certified,No
120819.0,Indoor/Outdoor,Indoor
120819.0,Light Bulb Base Code,GU10
120819.0,Light Bulb Base Type,GU10
120819.0,Light Bulb Features,Dimmable
120819.0,Light Bulb Shape Code,MR16
120819.0,Light Output (lumens),350
120819.0,Lighting Technology,Halogen
120819.0,MFG Brand Name,Feit Electric
120819.0,Number in Package,1
120819.0,Product Depth (in.),2.25
120819.0,Product Height (in.),5.75
120819.0,Product Width (in.),4
120819.0,Specialty Bulb Type,Flood & Spot
120819.0,Watt Equivalence,50
120819.0,Wattage (watts),50
120934.0,Actual product thickness (in.),1.5
120934.0,Actual product width (in.),5.5
120934.0,Bullet01,Discover the distinctive difference You can see for yourself that this lumber is of the highest quality. Every piece meets the highest grading standards for strength and appearance
120934.0,Bullet02,"Use for decks, play structures, raised beds, planter boxes, retaining walls, walkways, outdoor furniture, landscaping and other outdoor projects where lumber is exposed to the elements"
120934.0,Bullet03,"Effective against termites, rot and fungal decay"
120934.0,Bullet04,Lifetime limited residential warranty
120934.0,Bullet05,Can be primed and painted or stained
120934.0,Bullet06,Hot dipped galvanized or stainless steel hardware recommended
120934.0,Bullet07,Safe and environmentally friendly
120934.0,Bullet20,Note: Product may vary by store.
120934.0,Chemical retention (lb./cu. ft.),0.05
120934.0,Contact Type Allowed,Above Ground
120934.0,MFG Brand Name,WeatherShield
120934.0,Nominal Product H x W (In.),2x6
120934.0,Nominal Product Length (ft.),16
120934.0,Nominal Product Length (in.),192
120934.0,Nominal product width (in.),6
120934.0,Nominal Width,6 in
120934.0,Pressure Treated,Yes
120934.0,Primed,No
120934.0,Product Depth (in.),2
120934.0,Product Height (in.),192
120934.0,Product Length (ft.),16 ft
120934.0,Product Length (in.),192
120934.0,Product Width (in.),6
120934.0,Stainable/Paintable,Stainable & Paintable
120934.0,Total area covered (sq. ft.),16
120934.0,Type of Pressure Treatment,MCA - Micronized Copper Azole
120965.0,Break Strength (lb.),12000 lb
120965.0,Bullet01,Ideal for towing
120965.0,Bullet02,"5,000 lb. Maximum vehicle weight 12,000 lb. Web capacity"
120965.0,Bullet03,Webbing material is mildew and rot resistant
120965.0,Bullet04,"Carabiner-style hooks allow quick, easy attachments"
120965.0,Bullet05,"Easily stores in the trunk, behind the back seat and in a tool box"
120965.0,Carabiner(s),Yes
120965.0,Color,Yellow
120965.0,Color Family,Yellows / Golds
120965.0,Fastener style,Over center
120965.0,Hook(s),Yes
120965.0,MFG Brand Name,Keeper
120965.0,OSHA recommended safety latch,No
120965.0,Product Depth (in.),2.5
120965.0,Product Height (in.),7
120965.0,Product Weight (lb.),2.16
120965.0,Product Width (in.),5.5
120965.0,Strap length (ft.),15
120965.0,Tie-Down Product Type,Buckled Strap
120965.0,Total Capacity Rating (lb.),5000
120965.0,UV Protected,Yes
120965.0,Weather Resistant,Yes
120965.0,Webbing thickness (mm),3
120965.0,Webbing width (in.),2
121236.0,Bullet01,EnergyGuard Polyiso Insulated Sheathing is a great option for helping to reduce energy costs due to its high R-value per inch
121236.0,Bullet02,Polyiso sheathing eliminates thermal bridging by covering the studs and adds additional insulation to the rest of the wall
121236.0,Bullet03,"Because of its light weight, this material is easy to handle on the job site and installs faster, providing the installer with simplified fabricating on site"
121236.0,Bullet04,"Can be used for cavity, masonry and stud walls, exterior stucco, re-siding, and vaulted ceilings"
121236.0,Bullet05,"Comes in 0.5 in., 0.75 in., 1 in., 1.25 in., 1.5 in., 1.75 in., and 2 in. thicknesses to best suit your needs"
121236.0,Bullet06,ASTM C1289
121236.0,ENERGY STAR Certified,Yes
121236.0,Faced or Unfaced,Faced
121236.0,Insulation Application Type,"2x4 Walls,2x6 Walls,Attics,Basements,Garage"
121236.0,Insulation R-Value,3.6
121236.0,Insulation Type,Sheathing
121236.0,Interior/Exterior,Interior
121236.0,MFG Brand Name,GAF
121236.0,Product Depth (in.),0.5
121236.0,Product Height (in.),96
121236.0,Product Length (ft.),8 ft
121236.0,Product Thickness (in.),.5 in
121236.0,Product Weight (lb.),4
121236.0,Product Width (in.),4
121236.0,Sheathing Type,ISO
121236.0,Structural,No
121780.0,Bullet01,100% acrylic
121780.0,Bullet02,High hide and good adhesion
121780.0,Bullet03,Mildew resistant coating
121780.0,Bullet04,Low temperature cure
121780.0,Bullet18,"Online Price includes Paint Care fee in the following states: CA, CO, CT, ME, MN, OR, RI, VT"
121780.0,Color Family,Whites
121780.0,Color/Finish,White
121780.0,Container Size,1 GA-Gallon
121780.0,Coverage Area (sq. ft.),400
121780.0,Dry to touch (min.),120
121780.0,Interior/Exterior Paint,Exterior Paint
121780.0,MFG Brand Name,BEHR PRO
121780.0,Minimum Temperature for Use (F),35
121780.0,Paint & Primer in One,No
121780.0,Paint/Stain Clean Up,Soap & Water
121780.0,Paint/Stain Key Features,"Low Temperature,Mildew Resistant,Primer Required,Splatter Resistant,Tintable,UV/Fade Resistant"
121780.0,RGB Value,246:248:245
121780.0,Sheen,Satin
121780.0,Time before recoating (hours),4
121780.0,Tint Base,Base 1
121780.0,Transparency,Solid
121803.0,Approximate Tile Size,4x4
121803.0,Break Strength (lb.),350 lb
121803.0,Bullet01,"0.125 square foot per piece, each piece sold individually. Piece weight equals 0.338 lb."
121803.0,Bullet02,"Grade 1, first quality ceramic tile for wall, and countertop use"
121803.0,Bullet03,4 1/4 in. width x 4 1/4 in. length x 1/4 in. thick
121803.0,Bullet04,Glazed smooth finish with a medium sheen and uniform appearance in tone
121803.0,Bullet05,P.E.I. Rating 0 is suitable for walls only
121803.0,Bullet06,"Non-Vitreous, has water absorption of more than 7% for indoor"
121803.0,Bullet07,C.O.F. not applicable for wall applications
121803.0,Bullet08,Not frost resistant
121803.0,Bullet09,Residential and commercial use
121803.0,Bullet11,"Don’t forget your coordinating trim pieces, grout, backerboard, thinset and installation tools"
121803.0,Bullet12,All online orders for this item ship via parcel ground and may arrive in multiple boxes
121803.0,Bullet13,It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns
121803.0,Color Family,Blues
121803.0,Color/Finish,Cobalt
121803.0,Commercial / Residential,Commercial / Residential
121803.0,Flooring Product Type,Ceramic Tile
121803.0,MFG Brand Name,U.S. Ceramic Tile
121803.0,Number of Tiles per Case,1
121803.0,Product Length (in.),4.25
121803.0,Product Thickness (mm),6
121803.0,Product Width (in.),4.25
121803.0,Style Type,Traditional
121803.0,Suggested Grout Line Size,1/8
121803.0,Tile Features,Glazed
121803.0,Tile Finish,Glossy
121803.0,Tile Material,Ceramic
121803.0,Tile Use,"Accent Wall,Backsplash,Bath Wall,Shower Wall"
121880.0,Bullet01,Beech Blocked Laminate Molding
121880.0,Bullet02,5/8 in. Thick x 3/4 in. Wide x 94 in. Length
121880.0,Bullet03,Item coordinates with laminate flooring of any thickness
121880.0,Bullet04,Beech Blocked Light Color Finish
121880.0,Bullet05,"Appropriate Grade for Installation: Above Grade, On Grade or Below Grade"
121880.0,Bullet06,Can be installed over both concrete and wooden subfloors
121880.0,Bullet07,Residential and commercial use
121880.0,Bullet08,Don't forget your coordinating moldings and trim
121880.0,Bullet09,All online orders for this item ship via parcel ground
121880.0,Bullet10,Clean with damp cloth
121880.0,Bullet11,No painting or staining necessary
121880.0,Color Family,Orange
121880.0,Color/Finish,Beech Blocked
121880.0,Commercial / Residential,Commercial / Residential
121880.0,Finish Type,Smooth
121880.0,Flooring Product Type,Laminate Moulding/Trim
121880.0,Gloss,Low Gloss
121880.0,Indoor/Outdoor,Indoor
121880.0,Material,Laminate
121880.0,Material,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
121880.0,MFG Brand Name,Zamma
121880.0,Moulding Style,Wood
121880.0,Product Length (in.),94
121880.0,Product Thickness (mm),15
121880.0,Product Width (in.),.75
121880.0,Sample,No
121880.0,Width (in) x Length (in),.75 x 94
122080.0,Brand/Model Compatibility,Universal
122080.0,Bullet01,Easy-to-install snap lock design
122080.0,Bullet02,Crimped end with a stop-bead for a secure interlocking fit
122080.0,Bullet03,"Sturdy 26 gauge, galvanized steel construction"
122080.0,Bullet04,Always seal seams with building code approved sealant or duct tape
122080.0,Bullet05,Always insulate ductwork for greater system efficiency and comfort
122080.0,HVAC application,All HVAC types
122080.0,MFG Brand Name,Master Flow
122080.0,Product Depth (in.),3
122080.0,Product Height (in.),24
122080.0,Product Weight (lb.),1.38
122080.0,Product Width (in.),3 in
122225.0,Application,Door & Window
122225.0,Bullet01,MDF casing moulding
122225.0,Bullet02,Primed surface is free of knots
122225.0,Bullet03,Ready for painting
122225.0,Bullet04,Economical
122225.0,Color Family,White
122225.0,Flexible,No
122225.0,Interior/Exterior,Interior
122225.0,Kits,No
122225.0,Material,Medium Density Fiberboard (MDF)
122225.0,MFG Brand Name,House of Fara
122225.0,Moisture Resistant,No
122225.0,Moulding Features,No Additional Features
122225.0,Moulding Type,Casing
122225.0,Paintable/Stainable,Yes
122225.0,Pattern Number,8835
122225.0,Prefinished,No
122225.0,Pro Pack,No
122225.0,Product Depth (in.),0.75
122225.0,Product Height (in.),96
122225.0,Product Length (in.),96
122225.0,Product Width (in.),3.25
122225.0,Rot Resistant,No
122225.0,Sell Pack Options,Single Item
122225.0,Termite Resistant,No
122225.0,Wood Veneer,No
122368.0,Airflow (CFM),5275
122368.0,Assembled Depth (in.),52.0 in
122368.0,Assembled Height (in.),16 in
122368.0,Assembled Width (in.),52 in
122368.0,Blade Color Family,Brown
122368.0,Bullet01,Five reversible cherry/natural cherry finish blades
122368.0,Bullet02,Brushed nickel finish complements a variety of decor
122368.0,Bullet03,Light kit adaptable - can be installed with or without a light kit (sold separately)
122368.0,Bullet04,Integral pull chain provides 3-speed motor control
122368.0,Bullet05,"Up to 5,275 CFM reversible airflow"
122368.0,Bullet06,Includes a 6 in. downrod
122368.0,Bullet07,Standard mounting fan includes canopy system for optional installation on vaulted ceilings up to 12:12 pitch
122368.0,Bullet08,Ideal for large rooms up to 20 ft. x 20 ft.
122368.0,Bullet09,30-year limited warranty
122368.0,Bullet10,Includes 80 in. wires to accommodate installation on higher ceilings (additional downrod sold separately)
122368.0,Bullet11,ENERGY STAR certified for improved energy efficiency
122368.0,Bullet12,"Trust The Home Depot's licensed electricians to help with your ceiling fan installation, call 877-941-8832 to schedule a free in-home consultation."
122368.0,Bullet13,Not sure what size fan you need? Check out our Buying Guide for helpful tips.
122368.0,Bullet14,Need help installing your fan? Check out our Project Guide for helpful tips.
122368.0,Ceiling Fan Width (in.),52
122368.0,Certifications and Listings,1-UL Listed
122368.0,Color Family,Nickel
122368.0,Commercial / Residential,Residential
122368.0,Damp/Wet Rating,Dry
122368.0,Downrod Length (in.),6
122368.0,Dual Fan Heads,No
122368.0,ENERGY STAR Certified,Yes
122368.0,Fan Blade Length (In.),52
122368.0,Fan Blade Width (In.),52
122368.0,Features,"Light Kit Compatible,Reversible Blades,Reversible Motor"
122368.0,Housing Color Family,Nickel
122368.0,Included,"Cap/Plug Included,Downrod Included"
122368.0,Indoor/Outdoor,Indoor
122368.0,Light Type,Not Included
122368.0,MFG Brand Name,Progress Lighting
122368.0,Motor Speed (RPM),200
122368.0,Mounting Options,Standard
122368.0,Number of Blades,4
122368.0,Product Weight (lb.),20 lb
122368.0,Pull Chain,Yes
122368.0,Remote Control,No
122368.0,Reverse Airflow,Yes
122368.0,Reversible Two-Sided Blades,Yes
122368.0,Timer,No
122916.0,Bullet01,"Use to install and remove pipe nipples without marring, scratching or denting pipe surface"
122916.0,Bullet02,"Includes 3 wrenches for 3/8 in., 1/2 in. and 3/4 in. pipe nipples"
122916.0,Bullet03,Use with an adjustable or standard wrench
122916.0,Bullet04,Expandable knurled cams for an easy internal grip
122916.0,Bullet05,"Durable, heavy-duty steel construction"
122916.0,Bullet06,Easy to use
122916.0,Bullet07,Third-party tested
122916.0,MFG Brand Name,HDX
122916.0,Primary application,"Used to install and remove pipe nipples without marring, scratching or denting pipe surface"
122916.0,Product Depth (in.),0.8
122916.0,Product Height (in.),4.81
122916.0,Product Width (in.),3.88
122916.0,Specialty Plumbing Tool Type,Other Specialty Tool
123464.0,Bullet01,Diamond Tread offers traction and a rugged appearance
123464.0,Bullet02,"Can be installed over concrete or wood subfloors, with or without adhesive"
123464.0,Bullet03,"Appropriate for installation on, above or below grade; great for use in basements, kitchens, bathrooms, etc."
123464.0,Bullet04,Simply clean with a damp mop or for a deeper cleaning use a de-greasing vinyl floor cleaner as directed
123464.0,Bullet05,Easy to cut and trim for a custom fit using just a utility knife
123464.0,Bullet06,Made in the USA
123464.0,Color,Slate Grey
123464.0,Color/Finish Family,Gray
123464.0,Commercial / Residential,Commercial / Residential
123464.0,Flooring Product Type,Garage Floor Roll
123464.0,Indoor/Outdoor,Indoor/Outdoor
123464.0,MFG Brand Name,G-Floor
123464.0,Product Length (in.),288
123464.0,Product Thickness (in.),.075 in
123464.0,Product Weight (lb.),170
123464.0,Product Width (in.),120
123464.0,Salt Resistant,Yes
123464.0,Textured,Yes
123464.0,Waterproof,Yes
123538.0,Art Classification,Classic Home
123538.0,Artwork name,Gemstone Forest Wall Sculpture
123538.0,Bullet01,Painted bronze finish with assorted gems
123538.0,Bullet02,Hangs on the wall as easily as a picture
123538.0,Bullet03,Durable metal construction
123538.0,Bullet04,No assembly required
123538.0,Deco Style,Casual
123538.0,Decor Product Type,Wall Decor
123538.0,Finish,Painted bronze finish with assorted gems
123538.0,Finish Family,Bronze/Copper Metallic
123538.0,Hanging method,Hooks
123538.0,Indoor/Outdoor,Indoor
123538.0,Material,Metal
123538.0,Metallic Art Product Type,Frameless
123538.0,MFG Brand Name,Unbranded
123538.0,Number of pieces included,1
123538.0,Product Depth (in.),2.75
123538.0,Product Height (in.),32
123538.0,Product Weight (lb.),4.8
123538.0,Product Width (in.),32.5
123538.0,Wall Decor Product Type,Metallic Art
123691.0,Accessory Type,Chimney Cap
123691.0,Bullet01,304 stainless steel
123691.0,Bullet02,Lifetime warranty
123691.0,Bullet03,"The Forever Cap, nothing else even comes close"
123691.0,Bullet04,"Best way to prevent animals, leaves, rain and other debris from entering your chimney"
123691.0,Color Family,Stainless Steel
123691.0,Features,Adjustable
123691.0,Interior depth (in.),14
123691.0,Interior height (in.),10
123691.0,Interior width (in.),14
123691.0,MFG Brand Name,The Forever Cap
123691.0,Product Depth (in.),14
123691.0,Product Height (in.),10
123691.0,Product Weight (lb.),16
123691.0,Product Width (in.),14
123691.0,Shape,Square
124115.0,Appliance Type,French Door Refrigerator
124115.0,Assembled Depth (in.),34.88 in
124115.0,Assembled Height (in.),68.38 in
124115.0,Assembled Width (in.),30.13 in
124115.0,Bullet01,"The French door fridge is ULe Environmentally Preferred Certified, which means it passed a 60-point Association of Home Appliance Manufacturers (AHAM) Sustainability Standards checklist"
124115.0,Bullet02,The interior water dispenser is conveniently located for easy access to ice-cold filtered water
124115.0,Bullet03,"A factory installed, automatic ice maker ensures a constant supply of ice on hand at all times for entertaining and everyday use"
124115.0,Bullet04,A water filter indicator lets you know at a glance when it’s time to replace your interior water filter
124115.0,Bullet05,"Up-front, electronic controls allow you to access your refrigerator’s settings quickly and easily"
124115.0,Bullet06,The ExtendFresh Temperature Management System uses sensors in the refrigerator and freezer to help ensure all your ingredients remain at the appropriate temperature for optimum taste and texture
124115.0,Bullet07,Spill-proof glass shelves help you contain leaks and spills for easier cleanup
124115.0,Bullet08,"Humidity-controlled crispers provide adjustable humidity control, giving you a dedicated storage option to keep fresh food at optimum humidity levels"
124115.0,Bullet09,The FreshChill Temperature-Controlled Full-Width Pantry lets you properly store foods ranging from meats to produce by allowing manual adjustment of the amount of cold air that enters the drawer
124115.0,Bullet10,"A Produce Preserver absorbs ethylene gas emitted by many fruits and vegetables, causing them to over ripen. By removing ethylene, the Produce Preserver helps extend freshness"
124115.0,Bullet11,The metal wine rack provides a durable storage solution for up to 4 bottles of wine or 2 l containers and can be removed for additional storage flexibility
124115.0,Bullet12,2 fixed full-width door bins and 2 additional door bins with mats that can hold gallon-sized containers provide additional storage options and help free up more space in the interior
124115.0,Capacity (cu. Ft.) - Freezer,6.35
124115.0,Capacity (cu. Ft.) - Fresh Food,13.35
124115.0,Capacity (cu. ft.) - Refrigerators,19.7
124115.0,Capacity (cu. Ft.) - Total,19.7
124115.0,Certifications and Listings,"1-UL Listed,AHAM Certified"
124115.0,Color - Appliance Cabinet,Gray
124115.0,Color - Door Handle(s),Stainless Steel
124115.0,Color/Finish,Stainless Steel
124115.0,Color/Finish Family,Stainless
124115.0,Counter Depth (Yes/No),No
124115.0,Defrost Type,Auto / Cycle
124115.0,Depth (Excluding Handles),32.25
124115.0,Depth (Including Handles),34.88
124115.0,Depth (Less Door),28
124115.0,Depth With Door Open 90 Degrees (In),44.13
124115.0,Door Finish,Smooth
124115.0,Energy Efficiency Tier Rating,Not CEE rated
124115.0,ENERGY STAR Certified,No
124115.0,Freezer Door Type,Pull Out Drawer
124115.0,Freezer Features,"Ice Maker,Incandescent Light Type,Sliding-Bulk Storage Baskets"
124115.0,General Features,"Door Alarm,Hidden Hinge,LED Light Type,Two Door Design"
124115.0,Height to Top of Door Hinge,68.38
124115.0,Height to Top of Refrigerator (in.),67.5
124115.0,Ice Maker,Single
124115.0,Ice Maker Features,Factory-Installed Icemaker
124115.0,Ice/Water Dispenser,Yes
124115.0,MFG Brand Name,KitchenAid
124115.0,Number of Doors,2
124115.0,Number of Freezer Shelves,0
124115.0,Number of Fresh Food Shelves,3
124115.0,Operational Features,"Adjustable Temperature Control,Fresh Air Filter,Humidity Controlled Crisper"
124115.0,Product Depth (in.),34.88
124115.0,Product Height (in.),68.63
124115.0,Product Weight (lb.),255
124115.0,Product Width (in.),30.13
124115.0,Refrigeration Dispenser Features,"Dispenser Location-Internal,Filtration System,Water Filtration"
124115.0,Refrigerator Width (In.),30
124115.0,Shelf Material - Freezer,No Shelf
124115.0,Shelf Material - Refrigerator,Glass
124115.0,Storage Features,"Adjustable Door Storage,Adjustable Racks,Gallon Door Storage,Spill Proof Shelves"
124115.0,Temperature Control Type,Internal electric
124115.0,Water Filter Replacement Model#,W10295370A
124122.0,Assembled Depth (in.),.5 in
124122.0,Assembled Height (in.),11 in
124122.0,Assembled Width (in.),1 in
124122.0,Blade Length (In.),9 in
124122.0,Bullet01,"Perma-SHIELD coating protects the blade from heat, gumming, and corrosion"
124122.0,Bullet02,1 in. demolition blade body for extreme durability
124122.0,Bullet03,Ultra hardened edge increases the hardness of the cutting edge to a Rockwell Hardness of HRC 62 versus HRC 55 for standard blades
124122.0,Bullet04,Ideal for metal cutting/demolition applications
124122.0,Bullet05,"Red reciprocating blades are a registered trademark of Freud America, Inc"
124122.0,Color Family,Red
124122.0,Material Cut,Multi-Purpose
124122.0,MFG Brand Name,Diablo
124122.0,Number in Package,5
124122.0,Number of Teeth,10
124122.0,Power Tool Accessory Type,Reciprocating Saw Blade
124122.0,Power Tool Product Type,Power Tool Accessory
124122.0,Saw Blade Material,BiMetal
124122.0,Teeth Per Inch,Assorted
124122.0,Tools Product Type,Power Tool
124382.0,Allowable Ampacities,40
124382.0,Bullet01,Placed where space is available and free of excess moisture and dampness
124382.0,Bullet02,May be used for both exposed and concealed work in normally dry locations
124382.0,Bullet03,May be run in air voids of masonry block or tile walls not subject to excessive moisture
124382.0,Bullet04,Conductors are annealed (soft) copper
124382.0,Bullet05,UL listed and CSA certified
124382.0,Bullet20,Note: product may vary by store
124382.0,Cable/Wire Type,NM-B
124382.0,Certifications and Listings,1-UL Listed
124382.0,Commercial / Residential,Commercial / Residential
124382.0,Conductor Gauge,8
124382.0,Conductor Material,Copper
124382.0,Direct Burial,No
124382.0,Electrical Product Type,Indoor Residential Electrical Wire
124382.0,Flame Retardant,No
124382.0,Grounded,Yes
124382.0,Indoor/Outdoor,Indoor
124382.0,Jacketed,Yes
124382.0,MFG Brand Name,Southwire
124382.0,Number of Conductors,3
124382.0,Outer Color,Black
124382.0,Product Depth (in.),13.5
124382.0,Product Height (in.),5
124382.0,Product Length (ft.),125 ft
124382.0,Product Width (in.),13.5
124382.0,Shielded,No
124382.0,Stranded or Solid,Stranded
124382.0,Sunlight / UV Resistant,No
124382.0,Voltage (volts),600
124382.0,Wet Location Use,No
124382.0,Wire Cut Type,Pre-Cut Length
124382.0,Wire/Cable Length (ft.),125
124469.0,Accessory Type,Window trim kit
124469.0,Bullet01,3-Piece
124469.0,Bullet02,Includes cutting guide
124469.0,Bullet03,Includes tape
124469.0,Bullet04,White
124469.0,MFG Brand Name,ASB
124469.0,Product Depth (in.),6
124469.0,Product Height (in.),36
124469.0,Product Length (in.),36 in
